"R","P","Collection Time","Source Url","Url","Rk","Column7","Tm","Age","Pos","G","Gs","Qbrec","Cmp","Att","Cmp%","Yds","Td","Td%","Int","Int%","Lng","Ya","Ay A","Yc","Yg","Rate","Qbr","Sk","Yds2","Ny A","Any A","Sk%","4 Qc","Gwd","No","Name","Ht","Wt","Yr","Hometown Prev School","Position","Hometown","High School","Column 45","Cl","Hometown Last School","Hometown High School","Image","Title","Full Name","Year","Height","Weight","City","State","Prior School","Column 58","Column 59","Column 60","Column 61","Column 62","Column 63","Column 64","Column 65","Column 66","Column 67","Column 68","Column 69","Column 70","Column 71","Column 72","Column 73","Column 74","Column 75","Column 76","Column 77","Column 78"
"","","11/1/2016 11:33:21 PM","http://www.espn.com/college-football/team/roster/_/id/2633","http://www.espn.com/college-football/player/_/id/4035176/baylen-buchanan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","Baylen Buchanan","DB","5-11","190","FR","Lawrenceville, GA"
"","","11/1/2016 11:33:21 PM","http://www.espn.com/college-football/team/roster/_/id/2633","http://www.espn.com/college-football/player/_/id/3915387/will-martinez","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","Will Martinez","WR","5-8","184","SO","Knoxville, TN"
"","","11/1/2016 11:33:21 PM","http://www.espn.com/college-football/team/roster/_/id/2633","http://www.espn.com/college-football/player/_/id/559731/evan-berry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","Evan Berry","DB","5-11","207","JR","Fairburn, GA"
"","","11/1/2016 11:33:21 PM","http://www.espn.com/college-football/team/roster/_/id/2633","http://www.espn.com/college-football/player/_/id/3894933/holden-foster","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","Holden Foster","PK","6-0","205","JR","Dickson, TN"
"","","11/1/2016 11:33:21 PM","http://www.espn.com/college-football/team/roster/_/id/2633","http://www.espn.com/college-football/player/_/id/555804/devin-williams","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","Devin Williams","DB","5-8","184","JR","Knoxville, TN"
"","","11/1/2016 11:33:21 PM","http://www.espn.com/college-football/team/roster/_/id/2633","http://www.espn.com/college-football/player/_/id/3959907/parker-henry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","Parker Henry","RB","6-1","185","SO","Hendersonville, TN"
"","","11/1/2016 11:33:21 PM","http://www.espn.com/college-football/team/roster/_/id/2633","http://www.espn.com/college-football/player/_/id/4050316/stedman-love","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","Stedman Love","RB","5-8","175","FR","Knoxville, TN"
"","","11/1/2016 11:33:21 PM","http://www.espn.com/college-football/team/roster/_/id/2633","http://www.espn.com/college-football/player/_/id/3915376/maleik-gatewood","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","MaLeik Gatewood","DB","5-10","193","FR","Memphis, TN"
"","","11/1/2016 11:33:21 PM","http://www.espn.com/college-football/team/roster/_/id/2633","http://www.espn.com/college-football/player/_/id/4047325/jeremy-lewis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","Jeremy Lewis","RB","6-1","195","FR","Lone Grove, OK"
"","","11/1/2016 11:33:21 PM","http://www.espn.com/college-football/team/roster/_/id/2633","http://www.espn.com/college-football/player/_/id/3886477/darrin-kirkland-jr.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","Darrin Kirkland Jr.","LB","6-1","230","SO","Indianapolis, IN"
"","","11/1/2016 11:33:21 PM","http://www.espn.com/college-football/team/roster/_/id/2633","http://www.espn.com/college-football/player/_/id/4035177/daniel-bituli","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","Daniel Bituli","LB","6-3","235","FR","Antioch, TN"
"","","11/1/2016 11:33:21 PM","http://www.espn.com/college-football/team/roster/_/id/2633","http://www.espn.com/college-football/player/_/id/4047326/taeler-dowdy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","Taeler Dowdy","RB","6-1","185","FR","Murfreesboro, TN"
"","","11/1/2016 11:33:21 PM","http://www.espn.com/college-football/team/roster/_/id/2633","http://www.espn.com/college-football/player/_/id/559735/gavin-bryant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","Gavin Bryant","LB","6-0","238","SO","Jackson, AL"
"","","11/1/2016 11:33:21 PM","http://www.espn.com/college-football/team/roster/_/id/2633","http://www.espn.com/college-football/player/_/id/4047327/grayson-linde","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","Grayson Linde","P","6-1","180","FR","Brentwood, TN"
"","","11/1/2016 11:33:21 PM","http://www.espn.com/college-football/team/roster/_/id/2633","http://www.espn.com/college-football/player/_/id/3137669/jayson-sparks","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","Jayson Sparks","RB","5-7","187","SO","Loganville, GA"
"","","11/1/2016 11:33:21 PM","http://www.espn.com/college-football/team/roster/_/id/2633","http://www.espn.com/college-football/player/_/id/4062618/charles-west","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","Charles West","DB","6-2","170","FR","Nashville, TN"
"","","11/1/2016 11:33:21 PM","http://www.espn.com/college-football/team/roster/_/id/2633","http://www.espn.com/college-football/player/_/id/555803/jaye-rochell","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","Jaye Rochell","WR","6-2","210","JR","Duluth, GA"
"","","11/1/2016 11:33:21 PM","http://www.espn.com/college-football/team/roster/_/id/2633","http://www.espn.com/college-football/player/_/id/3915378/alex-jones","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39","Alex Jones","RB","5-5","139","FR","Knoxville, TN"
"","","11/1/2016 11:33:21 PM","http://www.espn.com/college-football/team/roster/_/id/2633","http://www.espn.com/college-football/player/_/id/546552/kendal-vickers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39","Kendal Vickers","DL","6-3","295","JR","Havelock, NC"
"","","11/1/2016 11:33:21 PM","http://www.espn.com/college-football/team/roster/_/id/2633","http://www.espn.com/college-football/player/_/id/545612/dimarya-mixon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","Dimarya Mixon","DL","6-4","260","JR","Compton, CA"
"","","11/1/2016 11:33:21 PM","http://www.espn.com/college-football/team/roster/_/id/2633","http://www.espn.com/college-football/player/_/id/559736/elliott-berry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","Elliott Berry","LB","5-11","222","JR","Fairburn, GA"
