"R","P","Collection Time","Source Url","Url","Rk","Column7","Tm","Age","Pos","G","Gs","Qbrec","Cmp","Att","Cmp%","Yds","Td","Td%","Int","Int%","Lng","Ya","Ay A","Yc","Yg","Rate","Qbr","Sk","Yds2","Ny A","Any A","Sk%","4 Qc","Gwd","No","Name","Ht","Wt","Yr","Hometown Prev School","Position","Hometown","High School","Column 45","Cl","Hometown Last School","Hometown High School","Image","Title","Full Name","Year","Height","Weight","City","State","Prior School","Column 58","Column 59","Column 60","Column 61","Column 62","Column 63","Column 64","Column 65","Column 66","Column 67","Column 68","Column 69","Column 70","Column 71","Column 72","Column 73","Column 74","Column 75","Column 76","Column 77","Column 78"
"","","11/1/2016 11:25:55 PM","http://www.espn.com/college-football/team/roster/_/id/57","http://www.espn.com/college-football/player/_/id/3949853/neil-macinnes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","Neil MacInnes","PK","6-4","225","SR","Tampa, FL"
"","","11/1/2016 11:25:55 PM","http://www.espn.com/college-football/team/roster/_/id/57","http://www.espn.com/college-football/player/_/id/4043892/nick-oelrich","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","Nick Oelrich","DB","6-2","187","FR","Newberry, FL"
"","","11/1/2016 11:25:55 PM","http://www.espn.com/college-football/team/roster/_/id/57","http://www.espn.com/college-football/player/_/id/3130957/ryan-ferguson","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39","Ryan Ferguson","TE","6-3","229","SO","Largo, FL"
"","","11/1/2016 11:25:55 PM","http://www.espn.com/college-football/team/roster/_/id/57","http://www.espn.com/college-football/player/_/id/546309/michael-iorio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39","Michael Iorio","DB","5-10","183","SR","Nokomis, FL"
"","","11/1/2016 11:25:55 PM","http://www.espn.com/college-football/team/roster/_/id/57","http://www.espn.com/college-football/player/_/id/551315/jarrad-davis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","Jarrad Davis","LB","6-2","238","SR","Kingsland, GA"
"","","11/1/2016 11:25:55 PM","http://www.espn.com/college-football/team/roster/_/id/57","http://www.espn.com/college-football/player/_/id/3682393/ryan-farr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","Ryan Farr","LS","6-0","223","SO","Henderson, NV"
"","","11/1/2016 11:25:55 PM","http://www.espn.com/college-football/team/roster/_/id/57","http://www.espn.com/college-football/player/_/id/4034957/jordan-smith","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","Jordan Smith","DL","6-5","240","FR","Lithonia, GA"
"","","11/1/2016 11:25:55 PM","http://www.espn.com/college-football/team/roster/_/id/57","http://www.espn.com/college-football/player/_/id/4043893/nick-sproles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","Nick Sproles","QB","6-2","203","FR","Winter Park, FL"
"","","11/1/2016 11:25:55 PM","http://www.espn.com/college-football/team/roster/_/id/57","http://www.espn.com/college-football/player/_/id/3921726/glenn-jarriel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","Glenn Jarriel","WR","5-8","173","FR","Okeechobee, FL"
"","","11/1/2016 11:25:55 PM","http://www.espn.com/college-football/team/roster/_/id/57","http://www.espn.com/college-football/player/_/id/3892811/mark-norvelis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","Mark Norvelis","DB","5-10","194","SR","Palm Bay, FL"
"","","11/1/2016 11:25:55 PM","http://www.espn.com/college-football/team/roster/_/id/57","http://www.espn.com/college-football/player/_/id/3915104/rayshad-jackson","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44","Rayshad Jackson","LB","6-0","226","FR","Miami, FL"
"","","11/1/2016 11:25:55 PM","http://www.espn.com/college-football/team/roster/_/id/57","http://www.espn.com/college-football/player/_/id/4043894/tucker-nordman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44","Tucker Nordman","WR","6-1","192","FR","Deland, FL"
"","","11/1/2016 11:25:55 PM","http://www.espn.com/college-football/team/roster/_/id/57","http://www.espn.com/college-football/player/_/id/4043895/charles-nordman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","Charles Nordman","WR","6-1","180","FR","Deland, FL"
"","","11/1/2016 11:25:55 PM","http://www.espn.com/college-football/team/roster/_/id/57","http://www.espn.com/college-football/player/_/id/3121654/r.j.-raymond","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","R.J. Raymond","LB","6-2","248","SO","Atlantic Beach, FL"
"","","11/1/2016 11:25:55 PM","http://www.espn.com/college-football/team/roster/_/id/57","http://www.espn.com/college-football/player/_/id/3918864/harry-gornto-v","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","Harry Gornto V","TE","6-2","203","FR","Fort Walton Beach, FL"
"","","11/1/2016 11:25:55 PM","http://www.espn.com/college-football/team/roster/_/id/57","http://www.espn.com/college-football/player/_/id/4034958/will-thomas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","Will Thomas","LB","5-9","233","FR","Dunnellon, FL"
"","","11/1/2016 11:25:55 PM","http://www.espn.com/college-football/team/roster/_/id/57","http://www.espn.com/college-football/player/_/id/3892810/jonathan-haney","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47","Jonathan Haney","LS","6-2","230","SR","Tampa, FL"
"","","11/1/2016 11:25:55 PM","http://www.espn.com/college-football/team/roster/_/id/57","http://www.espn.com/college-football/player/_/id/4043896/brett-dioguardi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48","Brett DioGuardi","LS","6-3","242","FR","Windermere, FL"
"","","11/1/2016 11:25:55 PM","http://www.espn.com/college-football/team/roster/_/id/57","http://www.espn.com/college-football/player/_/id/4043897/edwitch-merisier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48","Edwitch Merisier","DB","5-9","171","FR","Lehigh Acres, FL"
