"R","P","Collection Time","Source Url","Url","Rk","Column7","Tm","Age","Pos","G","Gs","Qbrec","Cmp","Att","Cmp%","Yds","Td","Td%","Int","Int%","Lng","Ya","Ay A","Yc","Yg","Rate","Qbr","Sk","Yds2","Ny A","Any A","Sk%","4 Qc","Gwd","No","Name","Ht","Wt","Yr","Hometown Prev School","Position","Hometown","High School","Column 45","Cl","Hometown Last School","Hometown High School","Image","Title","Full Name","Year","Height","Weight","City","State","Prior School","Column 58","Column 59","Column 60","Column 61","Column 62","Column 63","Column 64","Column 65","Column 66","Column 67","Column 68","Column 69","Column 70","Column 71"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/549042/brian-schoenauer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","Brian Schoenauer","RB","5-11","200","SR","Princeton Junction, NJ"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/4071282/allie-trzaska","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","Allie Trzaska","","0-0","0","--","--"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/4034358/abe-willows","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","Abe Willows","RB","5-11","195","FR","Austin, TX"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/4071257/olivia-blaber","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","Olivia Blaber","","0-0","0","--","--"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/4070992/laura-shelton","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","Laura Shelton","","0-0","0","--","--"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/3118886/tre-solomon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","Tre Solomon","RB","6-0","200","JR","Brooklyn, NY"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/3118871/mustafaa-dais","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","Mustafaa Dais","WR","6-2","180","JR","Pomona, NY"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/4034337/zach-evans","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","Zach Evans","LB","6-2","215","FR","Harrison, NY"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/4070976/gina-guccione","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","Gina Guccione","","0-0","0","--","--"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/4071262/cameo-hazlewood","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","Cameo Hazlewood","","0-0","0","--","--"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/4071265/megan-lloyd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","Megan Lloyd","","0-0","0","--","--"
